id,ACTION
1,0.998866631759
2,0.999963267131
3,0.999997960747
4,0.999961978753
5,0.999996462474
6,0.999998300672
7,0.99998158024
8,0.999999806512
9,0.0656605585692
10,0.999992510799
11,0.999950134646
12,0.999506065465
13,0.99998605136
14,0.999989182051
15,0.999639729705
16,0.999704738032
17,0.999972649602
18,0.999945718602
19,0.999952906895
20,0.999995310393
21,0.999999589076
22,0.999998580354
23,0.999977077461
24,0.999999476017
25,0.999998203653
26,0.999997154236
27,0.999858078122
28,0.999992818525
29,0.999993266055
30,0.986519202725
31,0.999982702438
32,0.999988652371
33,0.999978240209
34,0.999409386449
35,0.999998753396
36,0.999987927764
37,0.999945762777
38,0.999999704173
39,0.999999454389
40,0.99996445517
41,0.999974251802
42,0.999993848495
43,0.999952432247
44,0.999998005647
45,0.999971663251
46,0.999996824114
47,0.999999739709
48,0.999984084882
49,0.999999712112
50,0.99992914273
51,0.99987178797
52,0.999394354845
53,0.99999801165
54,0.999996972437
55,0.999999512797
56,0.999993850315
57,0.999983282281
58,0.999996093035
59,0.999998594583
60,0.99999773216
61,0.999998377192
62,0.999999193088
63,0.999970650287
64,0.999988392467
65,0.999999794296
66,0.999990746625
67,0.99999960914
68,0.999985354655
69,0.999956896058
70,0.997528049694
71,0.999980956957
72,0.999989287296
73,0.999993309778
74,0.999995313033
75,0.99999891644
76,0.999999582569
77,0.99999357543
78,0.999858091314
79,0.999998484957
80,0.999998721156
81,0.999646705094
82,0.999996404185
83,0.999818343888
84,0.999931884099
85,0.999996634793
86,0.999973017558
87,0.999965229559
88,0.999999224669
89,0.999998243619
90,0.902373811363
91,0.999995130443
92,0.999973056704
93,0.999994451812
94,0.99991124473
95,0.999997176811
96,0.999999897534
97,0.925432070961
98,0.999857132275
99,0.99993029301
100,0.999996859833
101,0.99999113292
102,0.0491385532165
103,0.999893606334
104,0.999972093096
105,0.0012129354418
106,0.999992016814
107,0.999997113694
108,0.999981646284
109,0.999997328813
110,0.999996169534
111,0.999901030494
112,0.999985244268
113,0.999989821077
114,0.99998308934
115,0.999984035777
116,0.999996485798
117,0.99998283665
118,0.999995867202
119,0.999997454096
120,0.999961885611
121,0.999967771297
122,0.999983614619
123,0.999994217841
124,0.999944695447
125,0.99999097478
126,0.999997577899
127,0.999996885802
128,0.946123622644
129,0.999894964701
130,0.999264293976
131,0.999997682931
132,0.999997448154
133,0.999974666927
134,0.999965571216
135,0.999980884864
136,0.999956087878
137,0.999998508873
138,0.999992387326
139,0.998091027584
140,0.999998185609
141,0.999999432428
142,0.999994444028
143,0.999981280032
144,0.999974167952
145,0.999995467951
146,0.993832714702
147,0.998730721676
148,0.9999823848
149,0.999984135833
150,0.999995554802
151,0.999886712486
152,0.996547148496
153,0.999997601408
154,0.999851775077
155,0.99999505375
156,0.999975487901
157,0.99999219339
158,0.999994230795
159,0.999941681944
160,0.998899390526
161,0.996669882541
162,0.999825506595
163,0.999995680775
164,0.999986086966
165,0.999977702242
166,0.999999338465
167,0.999891828233
168,0.999997909095
169,0.999997034104
170,0.999998524169
171,0.999981518854
172,0.999988503165
173,0.999999090474
174,0.999999328709
175,0.999999524102
176,0.999994613886
177,0.983715717486
178,0.999996189627
179,0.999999786631
180,0.999999834182
181,0.83076432435
182,0.999995098819
183,0.999223678244
184,0.998064411121
185,0.999986991424
186,0.999999368382
187,0.999995741323
188,0.99999470153
189,0.00189312632719
190,0.999983514516
191,0.999991566669
192,0.999987251578
193,0.99999829623
194,0.999984844879
195,0.999870079223
196,0.999999328876
197,0.99999220164
198,0.99997836995
199,0.999816524319
200,0.998351203973
201,0.999542458744
202,0.999997175694
203,0.99999209118
204,0.999983473496
205,0.999981608394
206,0.999975199283
207,0.999998254998
208,0.999993203997
209,0.99989341526
210,0.997276016814
211,0.999997744726
212,0.999997345493
213,0.999988979508
214,0.999990556988
215,0.999997374277
216,0.999995913569
217,0.999995100323
218,0.999996520786
219,0.999989336435
220,0.999995668179
221,0.999981707939
222,0.999996849342
223,0.999999868007
224,0.996321703753
225,0.999994623153
226,0.999995852588
227,0.999925002171
228,0.999998542908
229,0.999995217344
230,0.999982372401
231,0.99999644043
232,0.999928891891
233,0.999995964147
234,0.880871695751
235,0.999991450718
236,0.999935029334
237,0.999990751296
238,0.999995345611
239,0.995947304503
240,0.999997021907
241,0.999878324001
242,0.994547053441
243,0.0035225598622
244,0.999994103534
245,0.999999120892
246,0.999999602018
247,0.999971582408
248,0.999961143549
249,0.999996812138
250,0.999983081289
251,0.99999804878
252,0.997292936807
253,0.999921036413
254,0.99999377446
255,0.999998234163
256,0.999994915347
257,0.999993318776
258,0.99997339731
259,0.99999928094
260,0.99999722779
261,0.999964734416
262,0.999988214109
263,0.999981491656
264,0.999987993978
265,0.999997608419
266,0.999838758083
267,0.999997283778
268,0.999971930179
269,0.999980529372
270,0.999980983402
271,0.999970255077
272,0.999995126399
273,0.999989283812
274,0.999994604913
275,0.999974414339
276,0.893190835464
277,0.999994350509
278,0.999988598736
279,0.999990244147
280,0.999934078134
281,0.999998954343
282,0.999999334433
283,0.999914582503
284,0.999940198047
285,0.999993150665
286,0.999993298285
287,0.985742487075
288,0.999998672192
289,0.999997881518
290,0.99999868358
291,0.999631343711
292,0.999059720471
293,0.999707129973
294,0.999954537713
295,0.999582601091
296,0.000829186658306
297,0.0139632645877
298,0.999987592627
299,0.970460046476
300,0.999878231335
301,0.591011558531
302,0.999999432838
303,0.028668411569
304,0.99997392452
305,0.999871944278
306,0.999929759673
307,0.999996950192
308,0.999997802291
309,0.999994529857
310,0.99999016329
311,0.999998305187
312,0.999955497208
313,0.999985009084
314,0.999984647272
315,0.99999853375
316,0.999921855404
317,0.999995640911
318,0.999996726195
319,0.999271435839
320,0.999998936287
321,0.999994774314
322,6.12369025507e-05
323,0.999984363251
324,0.999974808094
325,0.999997192686
326,0.99998248874
327,0.999997817555
328,0.999995953199
329,0.999987184886
330,0.999997101116
331,0.9999994591
332,0.999999485257
333,0.999975408943
334,0.999982853539
335,0.999995094718
336,0.999997864473
337,0.999994434177
338,0.99998883101
339,0.999934411055
340,0.999983139933
341,0.99996607285
342,0.999990611744
343,0.99997478445
344,0.999990692752
345,0.999994152346
346,0.9999790997
347,0.999964068387
348,0.999999340456
349,0.999993778288
350,0.99973490466
351,0.999998912766
352,0.999999295417
353,0.999969532931
354,0.999999010458
355,0.999862816485
356,0.99999418773
357,0.999927224321
358,0.99999696369
359,0.999996014034
360,0.604662418108
361,0.999889018227
362,0.999999033628
363,0.999997419267
364,0.980912829323
365,0.999997594733
366,0.999769030067
367,0.999981525077
368,0.999988382369
369,0.99992282347
370,0.999999718962
371,0.999984299633
372,0.999997251446
373,0.999902596344
374,0.313304224638
375,0.99977045302
376,0.999992851695
377,0.99901133998
378,0.99993935388
379,0.999992038022
380,0.99999573141
381,0.991679864963
382,0.999997557259
383,0.99999819381
384,0.999998902701
385,0.962228764245
386,0.999967291102
387,0.674796630378
388,0.999998008647
389,0.999992021409
390,0.999973466672
391,0.999993265012
392,0.999999494514
393,0.999988052394
394,0.999992363142
395,0.999977658407
396,0.99998272712
397,0.999998455174
398,0.999997303309
399,0.999999498703
400,0.999995683369
401,0.999994545521
402,0.999717951466
403,0.999992159566
404,0.999982585486
405,0.999988029691
406,0.999998579635
407,0.999993659701
408,0.999998773579
409,0.999990502469
410,0.999981362977
411,0.999996142599
412,0.999995327294
413,0.999799131223
414,0.999991746029
415,0.999963642991
416,0.999571560281
417,0.999986947686
418,0.999996518173
419,0.999694982617
420,0.999929646257
421,0.999999641705
422,0.999978303811
423,0.999877829263
424,0.999977541707
425,0.999969363111
426,0.999994680845
427,0.999997251247
428,0.999945066697
429,0.999971991492
430,0.999999278487
431,0.999988425853
432,0.999686098917
433,0.999981371169
434,0.999765462486
435,0.999996583662
436,0.999999069332
437,0.999920434105
438,0.00312298658342
439,0.999956188479
440,0.981869087274
441,0.99999693337
442,0.999982182436
443,0.999998562758
444,0.999954828579
445,0.999364827697
446,0.999941506529
447,0.998035931991
448,0.999988697569
449,0.999991281858
450,0.999926149036
451,0.999828557813
452,0.999985856127
453,0.999986176645
454,0.999987845414
455,0.999999586741
456,0.999952830624
457,0.999996665063
458,0.999987013276
459,0.999997884105
460,0.999738363877
461,0.999895927727
462,0.999998072841
463,0.999998766852
464,0.999998456626
465,0.999998660033
466,0.999970969729
467,0.000350035535127
468,0.999992354719
469,0.999944841575
470,0.999914442996
471,0.999999917874
472,0.999764444679
473,0.999990264205
474,0.999995787769
475,0.999610364089
476,0.99999894259
477,0.999966544665
478,0.999939139923
479,0.999948161575
480,0.999999599484
481,0.999999739253
482,0.999999569583
483,0.999979213555
484,0.999992683915
485,0.999897627221
486,0.999988286913
487,0.999999325978
488,0.999864167416
489,0.999991301147
490,0.999996491944
491,0.999999410965
492,0.999986499474
493,0.999995549726
